User_ID,Signup_Date,Acquisition_Channel,Device,City,City_Tier,Age_Group,KYC_Status,First_Investment,Investment_Amount,Referral_Status,Session_Count,Last_Active_Date,Retention_Days,Revenue,Churn_Status
JAR103408,2025-07-16,Organic,Android,Pune,Tier 1,25-34,In Progress,No,0.0,None,100,2026-06-25,344,14.93,Active
JAR103409,2025-10-13,Google Ads,iOS,Hyderabad,Tier 1,35-44,Rejected,No,0.0,None,15,2026-06-08,238,0.0,Active
JAR103410,2026-01-04,Google Ads,Android,Kolkata,Tier 2/3,25-34,Verified,No,0.0,None,16,2026-03-10,65,0.0,Churned
JAR103411,2025-08-24,Paid Social (Meta/Insta),Android,Ahmedabad,Tier 2/3,25-34,Not Started,No,0.0,None,20,2026-06-19,299,0.0,Active
JAR103412,2025-10-06,Organic,Android,Delhi NCR,Tier 1,45+,Verified,Yes,741.33,Referred Others,57,2026-06-01,238,54.07,Active
JAR103413,2026-03-10,Paid Social (Meta/Insta),Android,Hyderabad,Tier 1,25-34,Not Started,No,0.0,None,11,2026-04-12,33,0.0,Churned
JAR103414,2025-07-13,Referral,Android,Bengaluru,Tier 1,25-34,Verified,Yes,1861.4,Was Referred,101,2026-06-26,348,225.94,Active
JAR103415,2025-11-24,Paid Social (Meta/Insta),Android,Mumbai,Tier 1,35-44,In Progress,No,0.0,None,22,2026-06-18,206,0.0,Active
JAR103416,2026-05-24,Paid Social (Meta/Insta),Android,Hyderabad,Tier 1,25-34,Not Started,No,0.0,Referred Others,3,2026-06-25,32,0.0,Active
JAR103417,2026-06-03,Paid Social (Meta/Insta),Android,Guwahati,Tier 2/3,18-24,Not Started,No,0.0,None,2,2026-06-04,1,0.0,Churned
JAR103418,2025-12-05,Influencer,Android,Chennai,Tier 1,18-24,Rejected,No,0.0,None,16,2026-06-07,184,0.0,Active
JAR103419,2025-07-22,Google Ads,Android,Lucknow,Tier 2/3,18-24,In Progress,No,0.0,None,12,2026-06-18,331,0.0,Active
JAR103420,2025-11-24,Influencer,Android,Jaipur,Tier 2/3,18-24,Not Started,No,0.0,None,19,2026-06-09,197,0.0,Active
JAR103421,2025-12-08,Organic,Android,Guwahati,Tier 2/3,25-34,Verified,No,0.0,Referred Others,29,2026-04-25,138,6.67,Churned
JAR103422,2025-08-14,Referral,Android,Ahmedabad,Tier 2/3,18-24,Not Started,No,0.0,Was Referred,14,2026-04-12,241,0.0,Churned
JAR103423,2026-04-27,Organic,Android,Ahmedabad,Tier 2/3,18-24,Verified,Yes,803.5,Referred Others,14,2026-06-29,63,19.79,Active
JAR103424,2026-02-04,Paid Social (Meta/Insta),Android,Delhi NCR,Tier 1,18-24,In Progress,No,0.0,None,12,2026-06-04,120,0.0,Active
JAR103425,2025-10-03,App Store Search,Android,Kolkata,Tier 2/3,25-34,Rejected,No,0.0,None,12,2026-03-29,177,0.0,Churned
JAR103426,2026-01-02,Influencer,Android,Surat,Tier 2/3,18-24,Verified,No,0.0,Referred Others,18,2026-06-19,168,0.0,Active
JAR103427,2025-07-20,Organic,Android,Bengaluru,Tier 1,35-44,In Progress,No,0.0,None,102,2025-10-31,103,11.33,Churned
JAR103428,2025-10-11,Referral,Android,Chennai,Tier 1,45+,Verified,No,0.0,Was Referred,42,2025-11-22,42,11.21,Churned
JAR103429,2026-05-22,Organic,Android,Pune,Tier 1,18-24,Verified,Yes,1660.79,Referred Others,5,2026-05-23,1,4.54,Churned
JAR103430,2025-10-23,Organic,Android,Mumbai,Tier 1,18-24,Not Started,No,0.0,None,50,2026-02-09,109,23.86,Churned
JAR103431,2026-05-26,Paid Social (Meta/Insta),Android,Hyderabad,Tier 1,18-24,Verified,No,0.0,None,2,2026-06-17,22,0.0,Active
JAR103432,2026-06-05,Referral,Android,Chennai,Tier 1,18-24,Not Started,No,0.0,Was Referred,3,2026-06-06,1,0.0,Churned
JAR103433,2026-02-07,Organic,Android,Jaipur,Tier 2/3,18-24,Verified,No,0.0,Referred Others,27,2026-05-20,102,0.0,Churned
JAR103434,2025-07-25,Organic,iOS,Delhi NCR,Tier 1,18-24,Verified,Yes,8253.86,None,52,2026-06-29,339,702.42,Active
JAR103435,2026-02-12,Influencer,Android,Chennai,Tier 1,25-34,Verified,No,0.0,None,12,2026-06-24,132,0.0,Active
JAR103436,2026-01-10,Paid Social (Meta/Insta),Android,Lucknow,Tier 2/3,25-34,Verified,No,0.0,None,2,2026-02-23,44,0.0,Churned
JAR103437,2025-09-08,Google Ads,Android,Pune,Tier 1,25-34,Rejected,No,0.0,None,59,2025-11-18,71,19.28,Churned
JAR103438,2025-11-13,Organic,Android,Nagpur,Tier 2/3,35-44,Verified,Yes,956.4,None,50,2026-06-12,211,69.83,Active
JAR103439,2025-07-24,Google Ads,Android,Bengaluru,Tier 1,25-34,Verified,No,0.0,None,7,2025-09-05,43,0.0,Churned
JAR103440,2025-11-11,Paid Social (Meta/Insta),Android,Delhi NCR,Tier 1,35-44,Verified,No,0.0,None,11,2026-06-26,227,0.0,Active
JAR103441,2026-03-21,Referral,Android,Mumbai,Tier 1,25-34,In Progress,No,0.0,Was Referred,6,2026-05-21,61,0.0,Churned
JAR103442,2026-01-10,Referral,iOS,Ahmedabad,Tier 2/3,25-34,Verified,Yes,1504.98,Was Referred,33,2026-06-04,145,61.39,Active
JAR103443,2026-02-03,Referral,iOS,Mumbai,Tier 1,25-34,In Progress,No,0.0,Was Referred,10,2026-06-06,123,0.0,Active
JAR103444,2025-07-11,Paid Social (Meta/Insta),Android,Surat,Tier 2/3,25-34,Verified,Yes,772.41,None,16,2026-06-10,334,90.8,Active
JAR103445,2025-12-13,Organic,iOS,Bhopal,Tier 2/3,25-34,Verified,Yes,1143.59,Referred Others,37,2026-01-30,48,15.87,Churned
JAR103446,2025-10-09,Google Ads,Android,Mumbai,Tier 1,25-34,Verified,No,0.0,None,25,2026-06-22,256,0.0,Active
JAR103447,2025-08-20,Organic,Android,Bhopal,Tier 2/3,25-34,In Progress,No,0.0,None,49,2026-06-24,308,13.34,Active
JAR103448,2025-11-18,Paid Social (Meta/Insta),Android,Kolkata,Tier 2/3,35-44,Not Started,No,0.0,None,41,2026-06-06,200,3.08,Active
JAR103449,2025-12-12,Referral,Android,Mumbai,Tier 1,25-34,In Progress,No,0.0,Was Referred,18,2026-06-09,179,0.0,Active
JAR103450,2025-08-17,Paid Social (Meta/Insta),Android,Lucknow,Tier 2/3,18-24,Verified,No,0.0,None,28,2026-02-11,178,0.0,Churned
JAR103451,2025-12-06,Google Ads,Android,Bengaluru,Tier 1,18-24,In Progress,No,0.0,None,12,2025-12-14,8,0.0,Churned
JAR103452,2026-02-27,App Store Search,Android,Lucknow,Tier 2/3,35-44,Verified,No,0.0,None,14,2026-06-07,100,0.0,Active
JAR103453,2026-01-06,Organic,Android,Patna,Tier 2/3,35-44,Verified,Yes,1651.15,None,27,2026-06-15,160,40.05,Active
JAR103454,2026-04-22,Referral,Android,Nagpur,Tier 2/3,18-24,Verified,No,0.0,Was Referred,4,2026-06-26,65,0.0,Active
JAR103455,2026-01-15,Google Ads,iOS,Bengaluru,Tier 1,18-24,Verified,Yes,1080.44,None,23,2026-06-25,161,64.22,Active
JAR103456,2026-02-08,Referral,iOS,Bengaluru,Tier 1,45+,Not Started,No,0.0,Was Referred,14,2026-06-01,113,0.0,Active
JAR103457,2026-01-20,Influencer,Android,Bhopal,Tier 2/3,25-34,Verified,No,0.0,None,17,2026-01-28,8,0.0,Churned
JAR103458,2025-10-18,App Store Search,Android,Indore,Tier 2/3,18-24,Not Started,No,0.0,None,10,2026-02-05,110,0.0,Churned
JAR103459,2026-01-07,Influencer,Android,Surat,Tier 2/3,18-24,Verified,Yes,3297.7,Referred Others,17,2026-06-04,148,169.73,Active
JAR103460,2026-04-22,Organic,Android,Surat,Tier 2/3,25-34,Rejected,No,0.0,None,6,2026-04-25,3,0.0,Churned
JAR103461,2025-08-19,Google Ads,iOS,Lucknow,Tier 2/3,18-24,Rejected,No,0.0,None,25,2026-01-30,164,0.0,Churned
JAR103462,2025-10-10,App Store Search,Android,Kolkata,Tier 2/3,25-34,Verified,Yes,759.32,Referred Others,45,2026-06-11,244,43.8,Active
JAR103463,2025-10-27,Influencer,Android,Indore,Tier 2/3,25-34,Verified,No,0.0,None,32,2026-06-14,230,24.99,Active
JAR103464,2026-02-18,Paid Social (Meta/Insta),Android,Bengaluru,Tier 1,25-34,Not Started,No,0.0,None,25,2026-04-11,52,0.0,Churned
JAR103465,2025-10-16,App Store Search,Android,Surat,Tier 2/3,18-24,In Progress,No,0.0,None,20,2026-06-03,230,0.0,Active
JAR103466,2025-08-03,App Store Search,Android,Ahmedabad,Tier 2/3,45+,Verified,No,0.0,None,40,2026-06-17,318,24.09,Active
JAR103467,2025-12-02,App Store Search,Android,Bhopal,Tier 2/3,18-24,Verified,No,0.0,None,20,2025-12-26,24,0.0,Churned
JAR103468,2026-01-09,Paid Social (Meta/Insta),Android,Bhopal,Tier 2/3,25-34,Not Started,No,0.0,None,8,2026-06-07,149,0.0,Active
JAR103469,2025-10-05,Google Ads,Android,Delhi NCR,Tier 1,18-24,Verified,Yes,1067.09,Referred Others,39,2026-06-28,266,93.59,Active
JAR103470,2026-02-21,Influencer,Android,Indore,Tier 2/3,18-24,Not Started,No,0.0,None,20,2026-04-25,63,0.0,Churned
JAR103471,2025-08-20,Organic,Android,Nagpur,Tier 2/3,25-34,In Progress,No,0.0,None,25,2026-06-23,307,0.0,Active
JAR103472,2026-01-27,Paid Social (Meta/Insta),Android,Delhi NCR,Tier 1,18-24,Rejected,No,0.0,None,14,2026-06-26,150,0.0,Active
JAR103473,2025-11-13,Influencer,Android,Coimbatore,Tier 2/3,25-34,Verified,No,0.0,None,18,2026-03-25,132,0.0,Churned
JAR103474,2025-07-07,Google Ads,Android,Kolkata,Tier 2/3,18-24,Verified,Yes,1536.52,None,37,2026-03-09,245,127.95,Churned
JAR103475,2025-08-21,Google Ads,Android,Pune,Tier 1,25-34,Verified,Yes,1865.62,None,52,2026-06-08,291,109.82,Active
JAR103476,2025-08-05,Organic,Android,Coimbatore,Tier 2/3,18-24,In Progress,No,0.0,None,29,2026-04-05,243,18.09,Churned
JAR103477,2026-06-02,Paid Social (Meta/Insta),Android,Patna,Tier 2/3,45+,Verified,No,0.0,None,1,2026-06-03,1,0.0,Churned
JAR103478,2026-06-26,Paid Social (Meta/Insta),Android,Delhi NCR,Tier 1,25-34,Verified,No,0.0,None,1,2026-06-27,1,0.0,Churned
JAR103479,2025-12-19,Google Ads,Android,Indore,Tier 2/3,35-44,Not Started,No,0.0,None,23,2026-02-28,71,0.0,Churned
JAR103480,2026-03-22,Organic,Android,Bengaluru,Tier 1,25-34,Verified,Yes,7543.57,None,23,2026-06-14,84,225.61,Active
JAR103481,2026-01-19,Influencer,iOS,Pune,Tier 1,25-34,Rejected,No,0.0,None,21,2026-04-21,92,0.0,Churned
JAR103482,2025-12-03,Influencer,iOS,Bengaluru,Tier 1,18-24,Verified,Yes,5083.09,None,37,2026-06-24,203,157.79,Active
JAR103483,2026-03-20,App Store Search,iOS,Delhi NCR,Tier 1,45+,Verified,No,0.0,None,17,2026-05-13,54,0.0,Churned
JAR103484,2026-02-06,Paid Social (Meta/Insta),iOS,Nagpur,Tier 2/3,25-34,Not Started,No,0.0,None,4,2026-06-19,133,0.0,Active
JAR103485,2026-02-27,Influencer,Android,Lucknow,Tier 2/3,35-44,Verified,Yes,286.02,Referred Others,10,2026-06-14,107,9.05,Active
JAR103486,2025-10-07,App Store Search,iOS,Surat,Tier 2/3,25-34,Verified,No,0.0,None,45,2026-06-28,264,7.41,Active
JAR103487,2026-06-14,Influencer,Android,Mumbai,Tier 1,18-24,Verified,Yes,464.44,Referred Others,1,2026-06-14,0,2.21,Active
JAR103488,2025-07-04,Organic,Android,Ahmedabad,Tier 2/3,25-34,Not Started,No,0.0,None,87,2026-06-14,345,6.71,Active
JAR103489,2026-04-18,Organic,Android,Hyderabad,Tier 1,25-34,Verified,Yes,486.73,Referred Others,7,2026-05-21,33,5.5,Churned
JAR103490,2026-05-03,Google Ads,Android,Lucknow,Tier 2/3,18-24,Not Started,No,0.0,None,3,2026-05-05,2,0.0,Churned
JAR103491,2026-01-07,Referral,Android,Mumbai,Tier 1,25-34,Verified,No,0.0,Was Referred,27,2026-05-14,127,0.0,Churned
JAR103492,2026-03-11,Influencer,Android,Delhi NCR,Tier 1,25-34,Verified,Yes,1740.86,None,12,2026-05-19,69,40.0,Churned
JAR103493,2025-12-03,Influencer,Android,Patna,Tier 2/3,18-24,Verified,No,0.0,None,38,2026-01-10,38,2.51,Churned
JAR103494,2025-10-02,App Store Search,Android,Mumbai,Tier 1,18-24,In Progress,No,0.0,None,17,2026-06-08,249,0.0,Active
JAR103495,2026-04-12,Paid Social (Meta/Insta),Android,Kolkata,Tier 2/3,25-34,In Progress,No,0.0,None,5,2026-05-27,45,0.0,Churned
JAR103496,2026-01-10,Influencer,iOS,Hyderabad,Tier 1,18-24,Verified,Yes,1396.66,None,11,2026-06-09,150,29.74,Active
JAR103497,2025-07-02,Organic,iOS,Bengaluru,Tier 1,45+,Verified,Yes,15754.87,None,77,2026-06-26,359,1175.06,Active
JAR103498,2025-12-06,Paid Social (Meta/Insta),Android,Delhi NCR,Tier 1,18-24,Not Started,No,0.0,Referred Others,10,2026-06-06,182,0.0,Active
JAR103499,2026-06-10,Organic,Android,Patna,Tier 2/3,45+,Verified,No,0.0,None,3,2026-06-11,1,0.0,Churned
JAR103500,2025-10-04,Google Ads,Android,Bhopal,Tier 2/3,45+,In Progress,No,0.0,Referred Others,20,2026-01-09,97,0.0,Churned
JAR103501,2026-01-17,Google Ads,iOS,Pune,Tier 1,45+,Verified,Yes,2133.95,None,34,2026-06-26,160,117.59,Active
JAR103502,2025-11-16,Referral,Android,Kolkata,Tier 2/3,18-24,In Progress,No,0.0,Was Referred,16,2026-06-26,222,0.0,Active
JAR103503,2025-11-10,Referral,Android,Chennai,Tier 1,18-24,Rejected,No,0.0,Was Referred,30,2026-06-24,226,5.08,Active
JAR103504,2026-02-26,Influencer,Android,Delhi NCR,Tier 1,18-24,In Progress,No,0.0,None,5,2026-05-03,66,0.0,Churned
JAR103505,2026-02-13,Influencer,Android,Hyderabad,Tier 1,35-44,Verified,No,0.0,None,21,2026-06-19,126,0.0,Active
JAR103506,2026-02-12,Influencer,Android,Chennai,Tier 1,35-44,In Progress,No,0.0,Referred Others,22,2026-06-17,125,0.0,Active
JAR103507,2025-07-05,App Store Search,iOS,Lucknow,Tier 2/3,18-24,Not Started,No,0.0,None,26,2026-06-17,347,0.0,Active
JAR103508,2025-08-27,Google Ads,Android,Hyderabad,Tier 1,18-24,Verified,No,0.0,None,20,2026-01-19,145,0.0,Churned
JAR103509,2025-08-16,Paid Social (Meta/Insta),iOS,Lucknow,Tier 2/3,25-34,Verified,Yes,934.01,None,32,2025-11-03,79,10.07,Churned
JAR103510,2026-01-20,Referral,Android,Nagpur,Tier 2/3,18-24,Verified,No,0.0,Was Referred,27,2026-03-30,69,0.0,Churned
JAR103511,2026-02-13,Paid Social (Meta/Insta),Android,Bengaluru,Tier 1,25-34,Verified,Yes,1388.9,None,11,2026-05-07,83,38.82,Churned
JAR103512,2025-12-23,Google Ads,Android,Mumbai,Tier 1,35-44,In Progress,No,0.0,Referred Others,22,2026-06-19,178,0.0,Active
JAR103513,2025-12-02,Paid Social (Meta/Insta),Android,Bhopal,Tier 2/3,25-34,Not Started,No,0.0,None,25,2026-06-06,186,0.0,Active
JAR103514,2026-02-06,Influencer,Android,Bengaluru,Tier 1,25-34,Rejected,No,0.0,None,28,2026-06-03,117,0.0,Active
JAR103515,2025-12-27,Organic,Android,Surat,Tier 2/3,18-24,Verified,No,0.0,None,9,2026-05-27,151,0.0,Churned
JAR103516,2025-09-25,App Store Search,Android,Kolkata,Tier 2/3,18-24,Verified,No,0.0,None,51,2026-02-20,148,19.76,Churned
JAR103517,2026-05-08,Google Ads,Android,Bengaluru,Tier 1,25-34,In Progress,No,0.0,None,5,2026-06-30,53,0.0,Active
JAR103518,2025-12-07,Referral,Android,Bengaluru,Tier 1,35-44,Verified,Yes,1333.89,Was Referred,40,2026-06-16,191,65.6,Active
JAR103519,2025-09-21,Referral,Android,Chennai,Tier 1,25-34,Verified,Yes,1280.74,Was Referred,31,2026-06-10,262,105.25,Active
JAR103520,2025-10-22,Organic,Android,Mumbai,Tier 1,18-24,Verified,Yes,475.66,None,75,2026-06-21,242,25.04,Active
JAR103521,2026-04-24,Google Ads,Android,Patna,Tier 2/3,18-24,In Progress,No,0.0,None,10,2026-06-26,63,0.0,Active
JAR103522,2025-07-26,Google Ads,Android,Chennai,Tier 1,25-34,Verified,Yes,602.89,None,150,2026-06-30,339,28.08,Active
JAR103523,2026-01-18,Influencer,Android,Delhi NCR,Tier 1,18-24,Verified,Yes,3057.56,None,13,2026-04-02,74,53.61,Churned
JAR103524,2025-11-16,Organic,Android,Mumbai,Tier 1,18-24,Verified,Yes,1798.96,None,44,2026-06-11,207,134.99,Active
JAR103525,2026-01-26,Referral,iOS,Coimbatore,Tier 2/3,18-24,Verified,Yes,525.24,Was Referred,14,2026-06-05,130,16.09,Active
JAR103526,2026-03-22,Paid Social (Meta/Insta),Android,Lucknow,Tier 2/3,25-34,Verified,No,0.0,None,10,2026-04-03,12,0.0,Churned
JAR103527,2025-09-20,Referral,Android,Lucknow,Tier 2/3,18-24,Not Started,No,0.0,Was Referred,21,2026-05-13,235,0.0,Churned
JAR103528,2025-09-05,Paid Social (Meta/Insta),Android,Bengaluru,Tier 1,18-24,Verified,Yes,2074.9,None,22,2025-10-02,27,16.72,Churned
JAR103529,2025-07-23,Referral,Android,Kolkata,Tier 2/3,18-24,Verified,No,0.0,Was Referred,17,2026-05-11,292,0.0,Churned
JAR103530,2025-11-16,Referral,Android,Patna,Tier 2/3,18-24,Rejected,No,0.0,Was Referred,53,2026-06-19,215,18.47,Active
JAR103531,2026-01-16,Influencer,Android,Surat,Tier 2/3,25-34,Not Started,No,0.0,None,26,2026-01-25,9,0.0,Churned
JAR103532,2026-01-14,Google Ads,Android,Mumbai,Tier 1,25-34,Verified,Yes,1675.74,None,31,2026-06-16,153,39.47,Active
JAR103533,2026-06-25,Referral,iOS,Nagpur,Tier 2/3,18-24,In Progress,No,0.0,Was Referred,1,2026-06-25,0,0.0,Active
JAR103534,2025-11-27,Influencer,iOS,Bengaluru,Tier 1,35-44,Verified,No,0.0,None,20,2026-06-30,215,0.0,Active
JAR103535,2025-10-26,Organic,Android,Ahmedabad,Tier 2/3,25-34,In Progress,No,0.0,None,37,2026-04-24,180,11.51,Churned
JAR103536,2025-12-17,Paid Social (Meta/Insta),iOS,Nagpur,Tier 2/3,25-34,Rejected,No,0.0,None,21,2026-02-24,69,0.0,Churned
JAR103537,2026-01-08,App Store Search,Android,Coimbatore,Tier 2/3,35-44,Verified,No,0.0,None,11,2026-03-16,67,0.0,Churned
JAR103538,2026-03-05,Organic,Android,Jaipur,Tier 2/3,35-44,Rejected,No,0.0,Referred Others,19,2026-06-16,103,0.0,Active
JAR103539,2026-05-10,Referral,Android,Coimbatore,Tier 2/3,35-44,Verified,Yes,4538.78,Was Referred,4,2026-06-22,43,63.53,Active
JAR103540,2025-11-27,Organic,iOS,Jaipur,Tier 2/3,25-34,Verified,No,0.0,None,42,2026-06-25,210,11.07,Active
JAR103541,2026-02-02,Paid Social (Meta/Insta),iOS,Bengaluru,Tier 1,25-34,In Progress,No,0.0,None,18,2026-06-17,135,0.0,Active
JAR103542,2026-02-21,Influencer,Android,Hyderabad,Tier 1,18-24,Not Started,No,0.0,None,12,2026-05-21,89,0.0,Churned
JAR103543,2026-01-23,Organic,Android,Pune,Tier 1,35-44,Verified,Yes,8782.49,None,26,2026-06-11,139,373.89,Active
JAR103544,2026-01-20,Organic,iOS,Ahmedabad,Tier 2/3,18-24,Verified,Yes,296.26,None,20,2026-06-17,148,16.67,Active
JAR103545,2025-11-03,Google Ads,Android,Delhi NCR,Tier 1,35-44,Verified,Yes,1211.87,Referred Others,22,2026-06-16,225,47.29,Active
JAR103546,2026-01-26,Paid Social (Meta/Insta),Android,Patna,Tier 2/3,25-34,Verified,No,0.0,None,11,2026-04-17,81,0.0,Churned
JAR103547,2026-01-02,Paid Social (Meta/Insta),Android,Delhi NCR,Tier 1,18-24,Verified,No,0.0,Referred Others,11,2026-05-04,122,0.0,Churned
JAR103548,2025-08-18,App Store Search,Android,Jaipur,Tier 2/3,18-24,Not Started,No,0.0,None,19,2026-05-24,279,0.0,Churned
JAR103549,2026-04-12,Referral,Android,Patna,Tier 2/3,25-34,Verified,Yes,1555.32,Was Referred,11,2026-06-15,64,23.41,Active
JAR103550,2026-02-20,Google Ads,Android,Lucknow,Tier 2/3,45+,Not Started,No,0.0,None,5,2026-05-30,99,0.0,Churned
JAR103551,2026-04-16,App Store Search,Android,Mumbai,Tier 1,18-24,Verified,Yes,1645.48,Referred Others,10,2026-05-04,18,10.74,Churned
JAR103552,2025-10-01,Referral,iOS,Nagpur,Tier 2/3,45+,Verified,Yes,13322.47,Was Referred,20,2026-06-12,254,1234.79,Active
JAR103553,2025-10-01,Paid Social (Meta/Insta),Android,Bengaluru,Tier 1,35-44,Not Started,No,0.0,None,27,2025-10-20,19,0.0,Churned
JAR103554,2025-07-13,Paid Social (Meta/Insta),Android,Mumbai,Tier 1,25-34,Verified,Yes,245.27,None,37,2026-06-21,343,14.02,Active
JAR103555,2026-01-15,Google Ads,iOS,Mumbai,Tier 1,18-24,Rejected,No,0.0,None,27,2026-04-14,89,0.0,Churned
JAR103556,2026-03-23,Referral,iOS,Jaipur,Tier 2/3,35-44,Verified,Yes,1455.55,Was Referred,8,2026-06-23,92,48.42,Active
JAR103557,2025-09-22,Google Ads,Android,Indore,Tier 2/3,25-34,Verified,No,0.0,None,24,2026-06-18,269,0.0,Active
JAR103558,2026-01-13,App Store Search,Android,Delhi NCR,Tier 1,25-34,Verified,No,0.0,None,25,2026-06-09,147,0.0,Active
JAR103559,2026-05-01,Google Ads,Android,Guwahati,Tier 2/3,35-44,Rejected,No,0.0,None,5,2026-05-08,7,0.0,Churned
JAR103560,2025-07-10,App Store Search,Android,Mumbai,Tier 1,25-34,Verified,Yes,2517.19,None,61,2026-06-20,345,118.34,Active
JAR103561,2026-03-04,Influencer,iOS,Hyderabad,Tier 1,18-24,Verified,No,0.0,None,13,2026-06-11,99,0.0,Active
JAR103562,2026-05-16,App Store Search,Android,Chennai,Tier 1,18-24,Verified,Yes,1501.28,None,7,2026-06-26,41,14.3,Active
JAR103563,2026-03-19,Organic,Android,Indore,Tier 2/3,35-44,Not Started,No,0.0,None,9,2026-06-14,87,0.0,Active
JAR103564,2025-10-16,Influencer,Android,Hyderabad,Tier 1,18-24,Verified,No,0.0,None,28,2026-05-15,211,0.0,Churned
JAR103565,2026-01-02,Influencer,Android,Mumbai,Tier 1,18-24,Verified,Yes,1631.79,None,20,2026-06-27,176,40.79,Active
JAR103566,2026-01-15,Paid Social (Meta/Insta),Android,Chennai,Tier 1,25-34,Verified,Yes,1806.79,Referred Others,23,2026-06-21,157,47.82,Active
JAR103567,2025-12-04,Organic,Android,Chennai,Tier 1,35-44,Verified,Yes,2145.93,None,42,2026-06-09,187,103.62,Active
JAR103568,2025-12-03,Influencer,Android,Bengaluru,Tier 1,45+,Verified,Yes,1862.63,None,13,2025-12-07,4,7.75,Churned
JAR103569,2025-09-11,Organic,Android,Bengaluru,Tier 1,18-24,Verified,Yes,679.07,None,26,2026-06-08,270,70.2,Active
JAR103570,2025-10-07,Referral,iOS,Delhi NCR,Tier 1,35-44,Not Started,No,0.0,Was Referred,66,2026-06-01,237,20.95,Active
JAR103571,2026-05-18,Referral,Android,Surat,Tier 2/3,25-34,In Progress,No,0.0,Was Referred,11,2026-06-09,22,0.0,Active
JAR103572,2026-01-27,App Store Search,Android,Hyderabad,Tier 1,35-44,Not Started,No,0.0,None,16,2026-06-16,140,0.0,Active
JAR103573,2025-12-12,Referral,Android,Mumbai,Tier 1,35-44,In Progress,No,0.0,Was Referred,29,2026-05-27,166,24.16,Churned
JAR103574,2025-10-26,Google Ads,Android,Mumbai,Tier 1,25-34,Not Started,No,0.0,None,19,2026-06-14,231,0.0,Active
JAR103575,2025-09-16,Organic,Android,Delhi NCR,Tier 1,25-34,Verified,No,0.0,None,57,2026-06-19,276,17.69,Active
JAR103576,2026-02-09,Paid Social (Meta/Insta),Android,Chennai,Tier 1,45+,Verified,No,0.0,None,9,2026-06-25,136,0.0,Active
JAR103577,2026-01-04,Paid Social (Meta/Insta),Android,Bengaluru,Tier 1,25-34,Not Started,No,0.0,None,20,2026-06-13,160,0.0,Active
JAR103578,2026-01-21,Influencer,Android,Bengaluru,Tier 1,25-34,Verified,Yes,1316.91,Referred Others,24,2026-02-04,14,7.0,Churned
JAR103579,2026-06-13,Google Ads,Android,Mumbai,Tier 1,18-24,Verified,No,0.0,None,1,2026-06-14,1,0.0,Churned
JAR103580,2025-10-24,Google Ads,Android,Surat,Tier 2/3,18-24,In Progress,No,0.0,None,11,2026-06-27,246,0.0,Active
JAR103581,2025-08-22,Google Ads,Android,Chennai,Tier 1,45+,Verified,Yes,2035.3,None,29,2026-06-18,300,147.59,Active
JAR103582,2025-11-23,Paid Social (Meta/Insta),Android,Pune,Tier 1,25-34,Verified,Yes,698.11,Referred Others,8,2026-04-16,144,24.81,Churned
JAR103583,2025-08-26,Influencer,Android,Bengaluru,Tier 1,18-24,Not Started,No,0.0,None,8,2026-06-11,289,0.0,Active
JAR103584,2025-12-05,Paid Social (Meta/Insta),Android,Lucknow,Tier 2/3,18-24,Verified,No,0.0,None,7,2026-05-05,151,0.0,Churned
JAR103585,2025-09-22,Organic,Android,Mumbai,Tier 1,35-44,Verified,No,0.0,None,57,2026-06-10,261,17.78,Active
JAR103586,2025-12-13,Google Ads,Android,Bengaluru,Tier 1,35-44,In Progress,No,0.0,None,36,2026-03-29,106,13.75,Churned
JAR103587,2025-09-21,Google Ads,iOS,Coimbatore,Tier 2/3,25-34,Verified,No,0.0,None,19,2025-12-29,99,0.0,Churned
JAR103588,2026-01-04,Referral,Android,Chennai,Tier 1,45+,Verified,No,0.0,Was Referred,12,2026-06-11,158,0.0,Active
JAR103589,2026-06-21,App Store Search,Android,Surat,Tier 2/3,18-24,Rejected,No,0.0,Referred Others,1,2026-06-22,1,0.0,Churned
JAR103590,2025-09-16,Google Ads,iOS,Coimbatore,Tier 2/3,35-44,Rejected,No,0.0,Referred Others,34,2026-06-21,278,9.01,Active
JAR103591,2026-02-22,Paid Social (Meta/Insta),Android,Nagpur,Tier 2/3,18-24,In Progress,No,0.0,None,7,2026-03-11,17,0.0,Churned
JAR103592,2025-10-04,Referral,Android,Kolkata,Tier 2/3,18-24,Verified,Yes,1119.48,Was Referred,25,2026-06-02,241,72.44,Active
JAR103593,2026-02-07,App Store Search,Android,Bengaluru,Tier 1,25-34,Verified,No,0.0,None,24,2026-04-02,54,0.0,Churned
JAR103594,2025-07-22,Influencer,Android,Ahmedabad,Tier 2/3,18-24,Not Started,No,0.0,Referred Others,11,2026-06-16,329,0.0,Active
JAR103595,2025-09-17,Referral,iOS,Chennai,Tier 1,18-24,In Progress,No,0.0,Was Referred,20,2026-05-30,255,0.0,Churned
JAR103596,2026-05-19,Influencer,Android,Bengaluru,Tier 1,18-24,Verified,No,0.0,None,3,2026-06-03,15,0.0,Active
JAR103597,2026-04-14,Paid Social (Meta/Insta),Android,Delhi NCR,Tier 1,18-24,Verified,No,0.0,Referred Others,2,2026-06-25,72,0.0,Active
